2023-01-14|09:45:13|CoffeeShop|Downtown|D|4.75
2024-05-05|16:54:05|Subscription|Netflix|D|84.01
2023-01-31|14:04:05|Pharmacy|CVS|D|271.90
2022-08-13|03:13:49|Subscription|Netflix|D|332.73
2023-11-21|16:53:44|Fast Food|McDonald's|D|126.44
2025-02-28|22:33:52|Online Shopping|Amazon|D|175.04
2024-12-22|18:26:37|Coffee|Starbucks|P|-298.24
2024-08-11|13:28:40|Transport|Lyft|D|323.50
2023-01-16|20:38:17|Fast Food|McDonald's|P|-397.33
2023-10-28|13:43:34|Fast Food|McDonald's|P|-423.16
2024-11-26|02:04:22|Hardware|Home Depot|D|218.17
2022-07-06|08:11:54|Coffee|Starbucks|P|-224.79
2025-10-06|16:36:55|Subscription|Spotify|D|160.94
2023-05-22|18:57:08|Pharmacy|CVS|P|-181.40
2023-12-28|07:08:00|Electronics|Apple|P|-497.83
2022-11-12|05:11:19|Gas|Shell|D|72.09
2024-10-26|03:25:58|Fast Food|McDonald's|P|-62.11
2024-03-18|14:39:54|Pharmacy|CVS|D|283.63
2022-06-29|21:20:38|Fast Food|McDonald's|D|301.99
2024-03-30|11:20:41|Pharmacy|CVS|P|-139.55
2022-04-22|13:23:46|Hardware|Home Depot|P|-383.13
2024-11-25|06:26:36|Electronics|Apple|D|428.28
2023-05-11|21:55:21|Transport|Lyft|P|-113.24
2025-09-23|17:26:25|Electronics|Best Buy|P|-15.51
2025-07-01|12:19:15|Hardware|Home Depot|D|77.76
2025-05-22|02:46:58|Groceries|Costco|P|-392.38
2023-02-03|16:40:34|Gas|Shell|P|-223.10
2024-03-30|10:00:45|Retail|Target|D|300.19
2022-12-27|03:50:21|Pharmacy|CVS|P|-464.06
2022-01-07|22:23:43|Electronics|Apple|P|-45.06
2023-09-04|20:23:00|Online Shopping|Amazon|P|-453.97
2024-08-07|00:24:30|Transport|Uber|P|-495.76
2024-10-27|19:44:13|Pharmacy|CVS|P|-177.02
2022-08-09|16:24:42|Electronics|Apple|P|-66.19
2022-02-21|11:18:51|Coffee|Starbucks|P|-475.72
2022-06-04|20:02:52|Hardware|Home Depot|D|419.79
2022-05-08|23:09:03|Fast Food|McDonald's|D|350.74
2022-01-27|07:24:06|Subscription|Spotify|P|-185.47
2022-08-28|01:19:31|Groceries|Costco|D|130.84
2023-10-02|09:38:56|Coffee|Starbucks|P|-81.64
2024-04-26|05:52:13|Pharmacy|CVS|P|-409.56
2024-06-01|15:33:13|Pharmacy|CVS|P|-406.08
2025-04-04|00:06:54|Subscription|Spotify|P|-249.34
2023-05-25|02:27:18|Fast Food|McDonald's|P|-457.33
2023-11-21|13:25:18|Transport|Lyft|P|-379.12
2022-03-15|09:56:01|Fast Food|McDonald's|P|-127.44
2024-12-04|02:52:00|Online Shopping|Amazon|P|-270.97
2025-07-22|13:54:58|Coffee|Starbucks|D|370.00
2024-11-24|17:43:14|Online Shopping|Amazon|P|-118.51
2023-02-19|20:45:09|Groceries|Costco|P|-292.06
2022-10-07|04:47:38|Subscription|Spotify|D|204.99
2022-06-19|08:27:05|Fast Food|McDonald's|D|39.46
2025-12-06|17:16:15|Coffee|Starbucks|P|-78.06
2024-01-20|08:18:21|Gas|Shell|D|74.77
2023-11-11|21:34:03|Transport|Uber|P|-86.01
2025-07-14|17:57:27|Coffee|Starbucks|D|273.85
2024-01-19|10:01:30|Transport|Lyft|P|-166.75
2022-09-15|12:47:25|Groceries|Walmart|P|-274.77
2022-02-26|22:40:27|Gas|Shell|P|-491.07
2022-10-17|16:03:20|Fast Food|McDonald's|D|385.87
2023-03-25|23:13:45|Pharmacy|CVS|D|347.35
2025-05-16|17:25:01|Electronics|Best Buy|D|303.67
2022-04-09|05:29:40|Online Shopping|Amazon|P|-120.53
2022-10-28|22:03:17|Electronics|Best Buy|P|-207.79
2022-08-07|08:45:19|Transport|Lyft|D|437.70
2022-04-01|03:43:56|Subscription|Spotify|P|-260.12
2024-12-09|10:09:30|Transport|Uber|P|-443.90
2025-01-24|02:48:06|Pharmacy|CVS|D|464.09
2025-04-15|17:37:01|Groceries|Walmart|D|479.88
2024-01-18|02:28:11|Online Shopping|Amazon|D|89.95
2024-05-27|22:21:59|Hardware|Home Depot|D|153.42
2025-10-31|01:47:34|Transport|Lyft|P|-99.35
2023-12-17|02:17:06|Online Shopping|Amazon|D|117.90
2025-07-20|11:29:21|Coffee|Starbucks|D|415.26
2025-07-07|07:03:21|Electronics|Best Buy|D|142.62
2022-02-24|17:34:01|Gas|Shell|P|-278.34
2022-09-21|07:00:46|Gas|Shell|D|489.16
2022-07-18|08:04:23|Coffee|Starbucks|P|-62.53
2022-12-14|22:54:27|Transport|Lyft|P|-288.51
2025-03-18|13:00:52|Gas|Shell|D|62.13
2022-05-27|18:16:15|Coffee|Starbucks|D|487.13
2024-05-26|04:21:41|Gas|Shell|D|68.89
2025-10-04|22:41:53|Fast Food|McDonald's|P|-499.39
2023-08-29|05:07:08|Transport|Lyft|P|-341.71
2025-02-06|22:20:42|Subscription|Netflix|P|-498.49
2024-02-15|04:16:08|Retail|Target|D|51.80
2022-01-13|10:36:16|Retail|Target|D|390.82
2024-01-17|06:24:38|Groceries|Costco|D|417.20
2023-01-03|02:03:39|Transport|Lyft|P|-118.16
2022-05-15|12:12:16|Fast Food|McDonald's|D|327.66
2023-05-06|21:58:51|Coffee|Starbucks|D|366.29
2024-01-21|12:02:37|Retail|Target|D|34.22
2024-08-29|13:13:29|Fast Food|McDonald's|P|-474.98
2025-02-28|08:59:57|Electronics|Best Buy|P|-398.95
2022-02-06|06:48:17|Subscription|Spotify|D|209.90
2023-04-25|18:07:40|Transport|Lyft|P|-1.92
2025-04-06|14:27:02|Electronics|Best Buy|D|285.54
2023-07-26|23:51:21|Subscription|Spotify|D|200.77
2025-03-27|15:25:12|Transport|Lyft|D|145.03
2022-12-31|16:00:52|Online Shopping|Amazon|D|90.37
2024-11-26|05:03:36|Retail|Target|P|-104.18
2023-12-21|19:07:27|Hardware|Home Depot|P|-362.75
2024-02-04|07:48:57|Groceries|Walmart|P|-194.79
2024-11-10|08:25:48|Gas|Shell|P|-111.41
2023-01-13|17:47:23|Gas|Shell|D|47.96
2022-08-27|06:43:03|Electronics|Apple|D|421.80
2022-09-17|01:14:05|Electronics|Best Buy|D|126.98
2024-10-14|15:21:04|Gas|Shell|D|413.45
2023-10-15|06:57:51|Retail|Target|P|-54.08
2024-11-21|23:09:22|Transport|Lyft|P|-479.68
2024-04-01|17:36:35|Subscription|Netflix|P|-433.61
2023-11-23|05:30:33|Coffee|Starbucks|P|-69.21
2024-07-24|06:32:51|Fast Food|McDonald's|D|426.10
2024-12-12|10:00:29|Online Shopping|Amazon|P|-137.79
2022-05-23|14:47:09|Retail|Target|D|388.07
2025-02-17|01:26:51|Gas|Shell|P|-10.82
2023-11-25|07:49:11|Pharmacy|CVS|P|-56.68
2024-08-20|16:32:36|Groceries|Costco|P|-115.59
2023-04-20|16:34:34|Hardware|Home Depot|P|-480.00
2022-08-28|17:09:30|Transport|Lyft|D|115.23
2024-10-14|13:55:20|Subscription|Netflix|P|-166.91
2025-10-31|18:01:29|Groceries|Costco|D|347.28
2025-03-11|12:58:10|Transport|Lyft|P|-197.57
2022-10-09|06:01:15|Subscription|Spotify|D|160.00
2023-10-04|19:09:14|Transport|Uber|P|-180.51
2022-08-03|12:53:02|Groceries|Costco|D|29.96
2025-02-15|15:25:22|Online Shopping|Amazon|P|-151.41
2023-01-27|07:54:17|Subscription|Spotify|D|136.01
2022-10-17|22:50:57|Online Shopping|Amazon|P|-164.52
2025-05-07|04:15:51|Transport|Lyft|D|211.98
2023-10-10|07:54:48|Coffee|Starbucks|D|148.38
2025-01-03|10:17:51|Hardware|Home Depot|P|-1.42
2023-12-11|12:01:53|Groceries|Costco|P|-177.98
2023-06-26|14:36:08|Subscription|Spotify|D|286.28
2022-06-24|14:35:59|Transport|Lyft|P|-320.58
2025-07-11|05:56:41|Pharmacy|CVS|D|472.59
2024-11-21|17:34:45|Groceries|Walmart|P|-291.85
2022-06-18|04:27:44|Hardware|Home Depot|D|242.79
2022-05-15|21:48:06|Electronics|Best Buy|P|-495.40
2025-12-05|10:47:34|Retail|Target|D|377.44
2022-08-18|03:19:53|Transport|Uber|D|349.50
2023-07-30|14:53:01|Transport|Lyft|D|40.01
2024-01-20|06:12:24|Electronics|Best Buy|P|-92.26
2022-07-26|22:37:18|Coffee|Starbucks|P|-102.59
2023-02-13|23:44:58|Electronics|Best Buy|P|-147.85
2024-11-19|19:34:23|Fast Food|McDonald's|D|364.70
2022-08-20|01:19:58|Transport|Uber|P|-57.75
2025-07-14|12:11:45|Gas|Shell|P|-146.32
2025-01-06|12:00:36|Online Shopping|Amazon|P|-412.73
2022-03-08|11:59:08|Transport|Lyft|P|-1.71
2022-01-09|02:10:35|Hardware|Home Depot|D|111.01
2023-08-01|15:46:41|Groceries|Costco|P|-234.91
2025-09-16|05:50:18|Electronics|Best Buy|D|261.26
2022-09-02|17:39:27|Electronics|Apple|D|129.22
2023-09-12|11:11:56|Pharmacy|CVS|D|175.36
2025-08-23|03:32:01|Retail|Target|P|-348.72
2022-04-26|16:42:47|Electronics|Apple|P|-492.10
2022-09-19|23:57:35|Retail|Target|D|8.62
2025-12-15|07:40:06|Coffee|Starbucks|P|-407.68
2024-09-01|20:58:17|Coffee|Starbucks|D|391.96
2023-12-08|18:41:54|Transport|Uber|D|413.34
2025-08-15|07:46:05|Subscription|Spotify|D|379.74
2023-07-19|14:12:39|Pharmacy|CVS|D|397.47
2024-12-20|22:28:47|Groceries|Walmart|P|-293.29
2024-01-31|03:23:13|Gas|Shell|D|17.69
2024-04-05|15:45:25|Retail|Target|P|-157.22
2024-06-23|15:25:07|Online Shopping|Amazon|P|-433.29
2022-06-16|11:32:10|Subscription|Netflix|D|277.92
2023-03-07|11:15:38|Subscription|Netflix|D|325.59
2022-07-19|21:42:08|Coffee|Starbucks|D|392.39
2023-01-01|22:21:29|Groceries|Costco|D|362.22
2022-06-21|09:50:12|Groceries|Walmart|P|-2.26
2023-10-09|01:21:33|Groceries|Costco|D|213.62
2022-08-09|08:38:44|Groceries|Costco|P|-51.38
2024-02-26|04:26:28|Coffee|Starbucks|D|49.69
2025-03-22|14:01:12|Online Shopping|Amazon|P|-79.45
2025-02-09|12:13:40|Transport|Uber|P|-172.22
2024-02-19|08:00:17|Electronics|Best Buy|P|-358.86
2024-10-30|08:15:32|Online Shopping|Amazon|P|-236.98
2023-10-12|20:52:07|Retail|Target|P|-428.85
2024-01-18|09:27:41|Hardware|Home Depot|D|338.67
2022-08-07|02:42:46|Subscription|Netflix|P|-476.42
2022-08-26|09:40:23|Electronics|Apple|D|291.15
2025-02-02|10:20:48|Pharmacy|CVS|D|272.08
2022-12-20|19:24:22|Retail|Target|D|439.91
2025-08-24|01:19:38|Electronics|Best Buy|P|-137.72
2024-01-14|08:18:23|Transport|Lyft|D|377.74
2024-10-27|14:01:57|Subscription|Netflix|P|-215.69
2024-01-17|01:05:08|Groceries|Costco|D|274.05
2023-09-18|03:13:19|Groceries|Costco|D|429.96
2024-11-04|18:18:09|Groceries|Walmart|P|-173.81
2025-04-17|18:34:27|Transport|Lyft|D|49.21
2022-03-02|09:43:58|Electronics|Apple|D|136.89
2023-01-01|18:48:52|Coffee|Starbucks|P|-146.34
2024-04-19|05:44:52|Groceries|Costco|D|96.17
2023-12-16|18:49:43|Groceries|Costco|P|-308.05
2022-07-11|12:34:47|Hardware|Home Depot|P|-262.05
2022-07-25|05:02:31|Online Shopping|Amazon|P|-453.42
2022-06-06|06:12:36|Groceries|Walmart|P|-494.97
2024-03-09|21:13:27|Transport|Uber|P|-262.13
2025-01-21|20:25:36|Fast Food|McDonald's|D|392.61
2022-10-26|06:43:59|Electronics|Best Buy|D|53.78
2025-05-30|08:45:56|Hardware|Home Depot|P|-396.42
2024-10-22|19:19:42|Fast Food|McDonald's|D|375.67
2025-09-17|19:59:05|Retail|Target|P|-247.07
2022-05-18|21:17:54|Electronics|Best Buy|P|-484.65
2024-01-21|04:52:48|Subscription|Spotify|P|-65.48
2023-04-08|19:07:31|Hardware|Home Depot|D|450.45
2023-09-08|00:56:58|Pharmacy|CVS|D|171.71
2025-06-20|23:34:09|Pharmacy|CVS|P|-199.19
2022-02-24|08:29:10|Subscription|Netflix|D|478.34
2023-07-15|15:52:12|Retail|Target|P|-348.14
2023-11-30|11:14:23|Subscription|Netflix|D|323.80
2024-12-28|22:36:56|Subscription|Spotify|P|-400.28
2024-02-23|03:57:30|Electronics|Apple|D|285.96
2025-10-19|14:55:40|Hardware|Home Depot|P|-311.71
2024-05-20|11:38:46|Fast Food|McDonald's|P|-308.95
2024-10-28|09:53:13|Subscription|Spotify|D|117.58
2025-05-18|06:31:42|Retail|Target|D|104.06
2024-06-04|06:10:42|Transport|Uber|P|-318.88
2024-09-01|00:25:43|Fast Food|McDonald's|D|100.93
2022-03-09|05:34:38|Subscription|Spotify|D|305.06
2024-03-09|03:13:54|Electronics|Apple|D|230.29
2024-01-23|16:56:42|Hardware|Home Depot|D|52.09
2025-11-13|02:33:56|Gas|Shell|P|-129.33
2025-12-12|01:25:22|Coffee|Starbucks|P|-249.59
2022-11-03|20:29:53|Gas|Shell|D|163.38
2024-12-27|05:53:24|Online Shopping|Amazon|P|-324.00
2023-05-23|22:49:18|Transport|Uber|D|321.19
2023-04-01|12:26:29|Subscription|Netflix|P|-499.92
2024-10-28|09:41:13|Groceries|Walmart|P|-490.89
2024-01-16|12:20:00|Subscription|Spotify|P|-113.74
2024-02-20|09:53:11|Transport|Lyft|D|253.64
2025-03-19|06:15:10|Transport|Lyft|P|-491.11
2023-07-14|15:12:44|Retail|Target|D|42.87
2024-04-04|06:24:46|Retail|Target|D|477.17
2025-05-20|21:23:16|Subscription|Spotify|P|-191.35
2025-10-05|08:26:52|Transport|Lyft|D|11.40
2025-09-30|03:58:54|Electronics|Apple|P|-381.25
2023-04-04|03:40:44|Transport|Uber|D|30.52
2025-05-27|03:17:50|Electronics|Apple|D|67.74
2023-03-17|21:16:16|Groceries|Walmart|P|-265.27
2025-02-25|05:05:51|Coffee|Starbucks|D|238.39
2025-12-20|19:29:55|Pharmacy|CVS|D|170.35
2023-03-16|06:20:42|Pharmacy|CVS|P|-284.38
2022-07-28|19:57:41|Retail|Target|P|-261.01
2025-11-19|04:18:42|Hardware|Home Depot|D|407.34
2025-03-12|11:36:23|Groceries|Costco|P|-405.90
2023-08-09|05:15:32|Transport|Lyft|D|72.99
2023-12-16|06:46:53|Subscription|Netflix|D|188.68
2025-08-08|16:39:50|Transport|Lyft|P|-317.69
2024-09-09|19:16:58|Electronics|Apple|P|-322.28
2025-04-30|18:55:56|Electronics|Best Buy|P|-352.28
2025-02-21|08:00:52|Retail|Target|P|-298.18
2024-09-26|14:47:17|Groceries|Walmart|P|-213.16
2023-01-18|18:35:02|Subscription|Spotify|P|-449.53
2022-08-01|19:07:44|Coffee|Starbucks|D|465.78
2025-01-20|01:39:11|Electronics|Best Buy|P|-291.41
2024-12-30|07:35:55|Retail|Target|P|-137.49
2024-09-15|08:53:02|Groceries|Walmart|D|215.79
2022-11-08|19:32:42|Hardware|Home Depot|P|-209.58
2022-04-14|23:34:34|Subscription|Spotify|P|-442.37
2024-05-12|16:45:29|Retail|Target|P|-185.46
2023-04-26|20:14:39|Transport|Uber|D|302.64
2022-05-25|08:00:27|Groceries|Costco|P|-416.31
2022-11-14|04:16:54|Pharmacy|CVS|P|-422.93
2023-06-01|04:48:23|Electronics|Apple|P|-369.67
2025-11-02|17:23:07|Fast Food|McDonald's|P|-93.34
2025-10-16|16:33:32|Electronics|Apple|P|-192.60
2025-12-12|02:04:30|Electronics|Apple|D|18.68
2023-09-22|13:45:09|Transport|Uber|P|-16.44
2023-02-11|12:17:12|Subscription|Spotify|D|365.67
2023-08-11|12:09:04|Fast Food|McDonald's|P|-374.00
2023-09-11|04:54:30|Transport|Uber|D|34.50
2024-01-29|10:27:27|Gas|Shell|P|-324.05
2025-02-07|18:14:54|Subscription|Spotify|P|-350.49
2022-03-15|11:50:16|Transport|Lyft|D|200.02
2022-10-28|20:55:52|Electronics|Apple|D|398.72
2023-08-12|05:40:17|Online Shopping|Amazon|D|421.60
2025-09-13|11:45:09|Gas|Shell|D|410.45
2023-08-11|01:33:43|Fast Food|McDonald's|P|-312.99
2023-08-04|07:38:01|Electronics|Apple|P|-169.85
2022-02-09|10:55:45|Subscription|Spotify|D|359.30
2022-02-11|19:18:42|Groceries|Walmart|P|-185.03
2022-06-01|21:51:46|Electronics|Best Buy|P|-448.33
2025-01-20|03:13:43|Electronics|Best Buy|D|493.21
2023-06-06|20:00:43|Coffee|Starbucks|D|230.14
2025-11-14|10:23:49|Pharmacy|CVS|P|-289.55
2025-05-10|22:00:02|Pharmacy|CVS|P|-469.31
2022-09-23|14:56:22|Coffee|Starbucks|P|-468.97
2022-09-24|16:46:03|Online Shopping|Amazon|D|196.62
2022-02-11|03:01:22|Subscription|Spotify|D|460.99
2022-07-23|15:17:37|Transport|Uber|P|-312.93
2022-12-30|19:28:16|Transport|Uber|P|-61.90
2025-05-18|11:46:04|Transport|Uber|P|-335.17
2023-08-14|17:59:34|Subscription|Netflix|P|-122.75
2022-06-13|15:20:35|Electronics|Apple|P|-497.71
2022-10-25|21:50:44|Subscription|Spotify|D|306.41
2025-11-17|06:37:22|Subscription|Spotify|D|354.27
2025-01-22|16:42:53|Transport|Lyft|D|155.43
2024-04-16|03:12:33|Electronics|Apple|P|-273.53
2023-03-24|13:49:27|Subscription|Spotify|P|-299.48
2025-10-21|19:30:48|Subscription|Spotify|P|-301.06
2025-02-01|13:00:22|Online Shopping|Amazon|P|-410.34
2024-12-13|09:50:54|Subscription|Spotify|D|454.40
2024-08-01|11:50:45|Subscription|Spotify|D|235.00
2022-10-06|08:20:08|Groceries|Walmart|D|187.86
2023-02-19|09:32:13|Coffee|Starbucks|D|445.51
2022-02-15|15:22:33|Retail|Target|D|195.53
2024-09-27|11:10:24|Electronics|Best Buy|D|184.11
2023-06-07|10:07:54|Groceries|Walmart|D|177.81
2024-08-18|17:31:28|Subscription|Spotify|P|-404.99
2022-05-10|09:40:08|Coffee|Starbucks|D|325.30
2025-04-06|04:35:40|Transport|Uber|D|84.43
2022-10-29|01:07:21|Groceries|Walmart|P|-66.45
2023-03-19|19:52:43|Transport|Lyft|D|252.22
2024-10-29|10:22:42|Fast Food|McDonald's|P|-269.37
2025-11-25|21:55:39|Pharmacy|CVS|D|329.90
2023-01-12|03:33:57|Gas|Shell|P|-325.60
2025-12-28|19:26:35|Hardware|Home Depot|P|-406.66
2025-07-25|01:37:20|Online Shopping|Amazon|D|433.14
2023-01-02|07:08:25|Hardware|Home Depot|P|-199.61
2025-04-26|22:24:24|Groceries|Costco|D|90.63
2023-04-01|01:49:27|Pharmacy|CVS|D|361.49
2024-01-08|21:10:38|Electronics|Best Buy|P|-95.87
2024-05-22|13:13:15|Groceries|Walmart|D|258.09
2022-02-27|21:43:28|Electronics|Apple|P|-220.65
2024-04-20|20:30:50|Online Shopping|Amazon|P|-83.72
2022-11-08|14:49:10|Fast Food|McDonald's|P|-54.13
2023-01-18|10:08:25|Fast Food|McDonald's|P|-53.18
2025-04-04|04:36:21|Fast Food|McDonald's|D|485.83
2024-10-24|06:56:36|Electronics|Best Buy|D|103.68
2022-04-15|04:17:33|Online Shopping|Amazon|D|141.55
2024-10-19|11:07:11|Online Shopping|Amazon|P|-282.43
2023-07-31|08:53:21|Electronics|Apple|P|-61.53
2024-07-02|20:52:04|Gas|Shell|P|-289.94
2024-07-24|00:54:57|Transport|Uber|D|258.94
2024-02-17|01:09:30|Coffee|Starbucks|D|196.18
2023-01-20|21:55:48|Groceries|Walmart|D|438.61
2023-04-14|22:54:13|Pharmacy|CVS|D|186.02
2022-12-10|11:48:35|Transport|Lyft|P|-204.78
2025-01-11|02:35:35|Subscription|Netflix|D|148.28
2023-04-07|03:12:58|Fast Food|McDonald's|D|12.86
2023-04-06|04:04:07|Subscription|Netflix|P|-11.76
2022-11-08|13:07:04|Transport|Lyft|P|-90.10
2022-02-26|19:40:31|Subscription|Netflix|P|-307.55
2024-02-06|09:43:11|Coffee|Starbucks|D|260.48
2022-06-25|04:08:23|Pharmacy|CVS|P|-324.84
2025-07-06|12:12:21|Transport|Lyft|D|42.31
2025-07-22|17:22:26|Subscription|Spotify|D|472.14
2022-03-14|16:41:59|Groceries|Walmart|D|121.05
2023-12-23|21:04:45|Groceries|Costco|P|-317.83
2022-06-17|12:30:45|Coffee|Starbucks|D|218.29
2022-08-27|18:36:53|Electronics|Best Buy|D|283.96
2022-01-15|21:38:57|Subscription|Netflix|D|171.86
2022-03-17|07:09:26|Gas|Shell|P|-84.92
2025-03-16|19:51:21|Electronics|Best Buy|P|-106.05
2025-06-24|12:49:26|Subscription|Spotify|P|-476.69
2024-06-21|01:33:49|Subscription|Spotify|P|-470.21
2025-12-16|08:15:36|Groceries|Walmart|D|84.38
2023-12-03|01:11:04|Groceries|Walmart|P|-398.15
2022-06-13|22:23:55|Gas|Shell|D|499.36
2024-01-07|10:59:55|Subscription|Spotify|P|-24.77
2022-09-02|13:02:22|Gas|Shell|D|167.08
2024-09-01|00:15:09|Online Shopping|Amazon|D|90.74
2022-01-22|22:23:09|Subscription|Netflix|P|-147.04
2022-03-27|00:37:19|Groceries|Walmart|P|-321.94
2025-04-29|02:59:46|Electronics|Best Buy|D|247.13
2022-11-03|21:11:46|Coffee|Starbucks|P|-113.90
2022-01-13|16:25:22|Groceries|Costco|D|18.85
2022-09-26|03:51:23|Transport|Lyft|D|39.41
2022-04-12|01:27:41|Electronics|Apple|P|-484.32
2022-11-28|23:09:14|Transport|Uber|P|-159.05
2023-11-14|21:46:31|Groceries|Costco|P|-266.47
2024-07-09|15:47:05|Pharmacy|CVS|D|192.74
2022-08-10|22:28:40|Groceries|Costco|D|475.18
2022-05-10|13:24:51|Transport|Lyft|P|-483.30
2024-11-08|11:51:29|Fast Food|McDonald's|D|369.81
2024-09-23|11:57:47|Retail|Target|D|30.71
2024-05-15|05:02:55|Coffee|Starbucks|D|471.98
2022-04-07|06:29:18|Gas|Shell|D|480.42
2023-05-21|01:00:35|Hardware|Home Depot|P|-415.66
2025-07-04|21:39:23|Transport|Uber|P|-5.81
2023-12-02|01:23:45|Online Shopping|Amazon|P|-164.49
2023-01-25|14:33:47|Pharmacy|CVS|D|446.24
2024-02-27|11:06:46|Coffee|Starbucks|P|-471.54
2024-06-14|09:19:28|Subscription|Spotify|P|-220.25
2025-11-14|00:35:49|Gas|Shell|D|427.93
2024-05-12|20:14:54|Coffee|Starbucks|P|-80.16
2022-04-06|19:57:33|Subscription|Spotify|D|151.30
2023-05-09|12:16:20|Transport|Uber|D|442.52
2025-02-01|22:15:16|Retail|Target|D|296.36
2023-02-06|14:00:54|Subscription|Netflix|P|-30.50
2022-04-17|14:49:05|Subscription|Netflix|P|-199.98
2023-05-21|18:30:40|Transport|Uber|D|16.44
2023-11-22|08:24:02|Hardware|Home Depot|P|-315.86
2023-07-24|07:40:55|Subscription|Spotify|P|-415.87
2024-07-03|06:02:16|Gas|Shell|D|373.14
2023-01-26|15:50:52|Transport|Lyft|D|130.20
2025-11-22|05:57:32|Electronics|Apple|D|333.35
2023-03-08|09:09:24|Subscription|Spotify|D|144.09
2023-09-28|10:06:46|Online Shopping|Amazon|P|-300.67
2023-05-13|19:20:30|Pharmacy|CVS|D|7.60
2024-05-24|09:43:18|Coffee|Starbucks|D|39.30
2024-02-17|17:13:32|Gas|Shell|D|146.84
2022-08-04|03:58:49|Transport|Uber|P|-178.14
2024-07-02|12:28:16|Groceries|Costco|P|-411.23
2024-06-06|06:10:34|Pharmacy|CVS|P|-48.52
2022-02-17|23:23:07|Electronics|Best Buy|D|22.59
2023-02-10|16:01:57|Coffee|Starbucks|P|-383.21
2024-07-30|15:21:23|Electronics|Apple|D|71.97
2024-08-20|12:06:23|Online Shopping|Amazon|D|237.00
2025-11-13|13:41:14|Transport|Uber|P|-160.21
2023-01-13|05:39:39|Electronics|Apple|P|-55.80
2022-06-16|19:13:38|Subscription|Spotify|D|310.17
2024-08-09|03:06:39|Subscription|Netflix|P|-250.11
2024-04-24|18:03:35|Coffee|Starbucks|P|-100.89
2024-12-13|04:43:22|Fast Food|McDonald's|D|273.81
2024-05-22|08:07:59|Groceries|Costco|D|190.26
2025-06-27|15:39:41|Hardware|Home Depot|D|460.21
2024-04-16|09:55:08|Electronics|Apple|D|39.80
2023-10-27|09:01:52|Groceries|Costco|P|-285.63
2022-03-13|03:40:42|Subscription|Spotify|P|-497.86
2025-10-01|18:27:25|Pharmacy|CVS|P|-201.21
2022-05-30|11:09:27|Hardware|Home Depot|P|-131.26
2024-09-12|14:23:21|Hardware|Home Depot|P|-327.62
2024-03-14|08:09:01|Electronics|Best Buy|P|-43.61
2025-05-07|09:47:30|Pharmacy|CVS|D|479.54
2023-08-22|21:17:41|Coffee|Starbucks|D|163.96
2022-04-07|11:59:52|Hardware|Home Depot|P|-26.14
2024-04-04|13:23:54|Retail|Target|P|-152.91
2022-09-23|22:13:28|Transport|Lyft|P|-287.86
2022-09-03|08:20:55|Pharmacy|CVS|P|-481.37
2024-05-16|15:59:10|Subscription|Spotify|D|328.04
2022-10-09|05:59:33|Transport|Lyft|D|41.81
2024-09-19|21:15:06|Coffee|Starbucks|D|37.59
2025-05-10|05:17:55|Online Shopping|Amazon|D|5.52
2024-05-23|12:47:12|Gas|Shell|P|-346.29
2025-08-17|08:02:45|Gas|Shell|D|74.72
2022-01-06|21:01:13|Pharmacy|CVS|P|-371.88
2022-12-16|14:12:19|Retail|Target|P|-115.86
2023-04-15|16:07:36|Subscription|Netflix|P|-357.55
2025-06-09|03:01:44|Retail|Target|D|304.78
2022-02-06|11:14:10|Coffee|Starbucks|D|324.57
2022-02-03|17:40:28|Retail|Target|P|-352.39
2023-12-14|05:03:38|Hardware|Home Depot|P|-417.86
2023-04-03|18:46:06|Groceries|Walmart|P|-499.48
2024-05-10|11:11:03|Coffee|Starbucks|P|-366.34
2025-06-06|22:33:23|Electronics|Best Buy|D|195.59
2025-01-22|02:09:34|Online Shopping|Amazon|D|262.03
2025-07-17|01:41:35|Groceries|Walmart|P|-435.21
2024-02-25|17:19:02|Electronics|Apple|P|-99.67
2022-08-28|00:49:28|Transport|Uber|D|379.23
2025-03-07|22:29:25|Pharmacy|CVS|D|91.28
2024-05-25|09:01:43|Transport|Lyft|P|-17.31
2025-08-10|23:32:16|Subscription|Netflix|P|-246.15
2024-08-16|04:58:53|Transport|Lyft|D|274.09
2023-12-02|19:51:32|Subscription|Netflix|D|34.49
2023-10-22|04:16:53|Electronics|Apple|P|-33.71
2025-09-22|19:29:00|Fast Food|McDonald's|D|117.26
2025-01-17|01:58:03|Transport|Lyft|D|263.01
2024-12-20|18:00:32|Fast Food|McDonald's|P|-221.59
2022-03-08|19:39:48|Fast Food|McDonald's|P|-295.72
2024-03-13|21:40:22|Groceries|Costco|D|217.92
2022-10-21|02:21:49|Transport|Uber|D|430.14
2025-04-08|12:44:12|Transport|Lyft|D|125.92
2023-08-10|06:23:43|Electronics|Best Buy|D|478.09
2023-05-26|07:26:43|Gas|Shell|D|416.26
2024-09-18|09:42:13|Online Shopping|Amazon|D|30.43
2024-02-08|23:56:59|Electronics|Best Buy|D|217.99
2023-01-11|04:21:25|Groceries|Costco|D|480.90
2025-07-19|21:47:19|Transport|Uber|D|101.41
2024-11-13|01:16:58|Coffee|Starbucks|D|385.88
2025-01-07|14:03:40|Transport|Lyft|P|-393.48
2025-08-23|20:11:20|Retail|Target|D|343.48
